,Unnamed: 0,id,text,created_at,lang,source,name,screen_name,bio,us_created_at,followers_count,friends_count,statuses_count,favourites_count,country,country_code,locality,region,sub_region,coordinates,gender_pred,gender,text_pp,sentiment
225,225,1611404449938898946,"@MaFisichella @Joacobostero @Kicillofok @gcghiggeri La diarrea cerebral no lo deja pensar , entonces es más fácil apoyar a los ignorantes estos .",2023-01-06T16:48:53+00:00,es,twitter,MARCELO VALLONE,@mNo mNo mNo mNo matchtchtchtchrcelovNo mNo mNo mNo matchtchtchtchllone,FANA del TC | CHEVROLET | MOURAS |GUILLE | MANU | FERRARI | hincha del mas campeon de sud BOCA JR,2010-06-21T02:28:07+00:00,1679,335,102983,42199,Uruguay,UY,La Paz,Canelones,,"-34.76167, -56.22361",1,Woman,"La diarrea cerebral no lo deja pensar , entonces es más fácil apoyar a los ignorantes estos .",negative
226,226,1611400444231696389,"E muchos besitos 😘
R mucho trabajo 😓 
I enfermedad 🤧 
C mucho sexo 😈
A diarrea crónica 😵
 
9 problemas con narcos 👽🤡
 Completó el 2023 https://t.co/5WuLvQi1dV",2023-01-06T16:32:58+00:00,es,twitter,Eri Rodriguez,@EricNo mNo mNo mNo matchtchtchtchRonumbersnumbersnumbersnumbersnumbersnumbersnumbersnumbers,Eri 🍀,2018-10-19T19:07:24+00:00,221,250,3598,1762,Uruguay,UY,San José de Mayo,San José,,"-34.3375, -56.71361",2,Man,E muchos besitos  EMOJI  R mucho trabajo  EMOJI   I enfermedad  EMOJI   C mucho sexo  EMOJI  A diarrea crónica  EMOJI    NUM problemas con narcos  EMOJI   Completó el YYYY URL,neutral
227,227,1611381503631527937,Mi regalo de reyes es que khaleesi dejó de vomitar por haber robado carozos de ciruela de la basura.,2023-01-06T15:17:43+00:00,es,twitter,DNo mNo mNo mNo mNo matchtchtchtchtchenerystNo mNo mNo mNo mNo matchtchtchtchtch,@underpoch,Solo quiero al perro.,2010-07-31T02:23:50+00:00,3567,1738,124977,0,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,Mi regalo de reyes es que khaleesi dejó de vomitar por haber robado carozos de ciruela de la basura.,negative
228,228,1611381496081686528,Ya no quiero vomitar más ☹️,2023-01-06T15:17:41+00:00,es,twitter,🆈🅰🆉🅼🅸🅻🅰,@YNo mNo mNo mNo matchtchtchtchzmilNo mNo mNo mNo matchtchtchtchMontiel,Capricorniana ♑️ 👩‍⚕️ 💉🩸 2️⃣2️⃣❤️ ig: yazmila_01                 Mama de una hermosa beba💕,2022-01-24T03:46:18+00:00,276,305,4671,4366,Uruguay,UY,Juan L. Lacaze,Colonia,,"-34.43333, -57.41667",2,Man,Ya no quiero vomitar más ☹️,negative
229,229,1611377008130527235,Las tres medias que se comió Zoe por suerte ya las vomito ajjaja,2023-01-06T14:59:51+00:00,es,twitter,MNo mNo mNo mNo mNo matchtchtchtchtchy LibonNo mNo mNo mNo mNo matchtchtchtchtchttis ♈️,@mNo mNo mNo mNo matchtchtchtchy_libonNo mNo mNo mNo matchtchtchtchttis,Insta:maylibo1891-fb:May Ezequiel Libonattis,2015-01-09T02:51:57+00:00,2292,590,31110,35531,Uruguay,UY,Colonia del Sacramento,Colonia,,"-34.46262, -57.83976",1,Woman,Las tres medias que se comió Zoe por suerte ya las vomito ajjaja,neutral
230,230,1611376890366812162,"Diarrea y tráfico de armas, dale gas https://t.co/EE5mU6aPka",2023-01-06T14:59:23+00:00,es,twitter,Agustin,@AgusVillNo mNo mNo mNo matchtchtchtchveirNo mNo mNo mNo matchtchtchtchn,@wowpando ⚡️👊🏽,2011-07-16T23:39:21+00:00,287,342,15867,3220,Uruguay,UY,,Canelones,,"-34.64444, -56.28861",1,Woman,"Diarrea y tráfico de armas, dale gas URL",negative
231,231,1611372133950578689,"Fa siento como si me estuvieran sinchando los órganos hacía abajo, unas náuseas m da esooo, aparte d q ando media engripada este mes no lo termino, si me muero quiero que sepan que me disculpo ABSOLUTAMENTE POR NADA",2023-01-06T14:40:29+00:00,es,twitter,Sophiiii_tNo mNo mNo mNo mNo matchtchtchtchtchNo mNo mNo mNo mNo matchtchtchtchtchNo mNo mNo mNo mNo matchtchtchtchtchNo mNo mNo mNo mNo matchtchtchtchtch,@Sophiiii_tNo mNo mNo mNo matchtchtchtchNo mNo mNo mNo matchtchtchtchNo mNo mNo mNo matchtchtchtchNo mNo mNo mNo matchtchtchtchNo mNo mNo mNo matchtchtchtch,"con problemitas mentales pero bonita
        •Before anyone else",2020-05-31T23:28:32+00:00,66,113,2879,16908,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",2,Man,"Fa siento como si me estuvieran sinchando los órganos hacía abajo, unas náuseas m da esooo, aparte d q ando media engripada este mes no lo termino, si me muero quiero que sepan que me disculpo absolutamente por nada",negative
232,232,1611356140465446919,Tan duro estuvo el entrenamiento q vomité☺️,2023-01-06T13:36:56+00:00,es,twitter,𝐶No mNo mNo mNo mNo matchtchtchtchtch𝑡ℎ ➳,@CNo mNo mNo mNo matchtchtchtchthy_lNo mNo mNo mNo matchtchtchtchuckk,𝑛𝑜 ℎ𝑎𝑦 𝑡𝑎𝑙 𝑐𝑟𝑖𝑠𝑖𝑠,2020-04-12T21:31:32+00:00,37,51,3392,15821,Uruguay,UY,Belén,Salto,,"-30.78333, -57.78333",1,Woman,Tan duro estuvo el entrenamiento q vomité☺️,positive
233,233,1611354947890679812,"🔥¿QUIÉNES TIENEN MAYOR RIESGO?🔥

• Menores de 5 años, especialmente los menores de 1 año.

• Niños que padecen enfermedades crónicas, cardíacas, renales, mentales o neurológicas.

• Niños con fiebre por otra causa o diarrea.

• Niños obesos o desnutridos.",2023-01-06T13:32:11+00:00,es,twitter,EduNo mNo mNo mNo mNo matchtchtchtchtchrdo RegueirNo mNo mNo mNo mNo matchtchtchtchtch,@eduregueirNo mNo mNo mNo matchtchtchtch,"Pediatra. Nacho, Mariana, Peñarol & Aguada",2010-07-07T18:37:55+00:00,29252,1256,26888,18830,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman," EMOJI ¿QUIÉNES tienen mayor riesgo? EMOJI   • Menores de NUM años, especialmente los menores de NUM año.  • Niños que padecen enfermedades crónicas, cardíacas, renales, mentales o neurológicas.  • Niños con fiebre por otra causa o diarrea.  • Niños obesos o desnutridos.",negative
234,234,1611354875543052290,"• Sed intensa y sequedad en la boca.

• Calambres musculares.

• Agotamiento, cansancio o debilidad.

• Dolores de estómago, inapetencia, náuseas o vómitos.

• Dolores de cabeza.

• Irritabilidad (llanto inconsolable en los más pequeños)

• Mareos o desmayo.",2023-01-06T13:31:54+00:00,es,twitter,EduNo mNo mNo mNo mNo matchtchtchtchtchrdo RegueirNo mNo mNo mNo mNo matchtchtchtchtch,@eduregueirNo mNo mNo mNo matchtchtchtch,"Pediatra. Nacho, Mariana, Peñarol & Aguada",2010-07-07T18:37:55+00:00,29252,1256,26888,18830,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,"• Sed intensa y sequedad en la boca.  • Calambres musculares.  • Agotamiento, cansancio o debilidad.  • Dolores de estómago, inapetencia, náuseas o vómitos.  • Dolores de cabeza.  • Irritabilidad (llanto inconsolable en los más pequeños)  • Mareos o desmayo.",negative
235,235,1611343883509825537,"Jamás podría ser influ en punta del este porque 1) no les puedo explicar lo que detesto las montoneras, 2) rica no soy y aparentar serlo no va conmigo, 3) la comida de mar está sobrevaloradísima, podría vomitar comiendo sushi por más que sea top, 4) todo sale un huevo",2023-01-06T12:48:13+00:00,es,twitter,MNo mNo mNo mNo mNo matchtchtchtchtchru 🇺🇾,@mNo mNo mNo mNo matchtchtchtchrumNo mNo mNo mNo matchtchtchtchruelNo mNo mNo mNo matchtchtchtch_,Muy de vez en cuando aparezco por acá,2017-06-08T04:48:25+00:00,235,119,1764,10908,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,"Jamás podría ser influ en punta del este porque NUM) no les puedo explicar lo que detesto las montoneras, NUM) rica no soy y aparentar serlo no va conmigo, NUM) la comida de mar está sobrevaloradísima, podría vomitar comiendo sushi por más que sea top, NUM) todo sale un huevo",negative
236,236,1611338147324887043,"Arranque la mañana pisando descalzo el vómito de mí perro y media hora después puteandome con uno que pasó el semáforo en rojo.
Se viene un día laaaaarrrrgo🙄",2023-01-06T12:25:26+00:00,es,twitter,SNo mNo mNo mNo mNo matchtchtchtchtchnty,@SNo mNo mNo mNo matchtchtchtchntyLNo mNo mNo mNo matchtchtchtchfuente,"25 Años.
Hincha y socio del Club Atlético San Lorenzo de Almagro.

Siempre te puedo sacar una sonrisa.",2012-03-04T22:45:50+00:00,449,442,31452,10251,Uruguay,UY,Colonia del Sacramento,Colonia,,"-34.46262, -57.83976",1,Woman,Arranque la mañana pisando descalzo el vómito de mí perro y media hora después puteandome con uno que pasó el semáforo en rojo. Se viene un día laaaaarrrrgo EMOJI ,negative
237,237,1611315415321288705,Voy a vomitar del odio q siento,2023-01-06T10:55:06+00:00,es,twitter,* ✵ximenNo mNo mNo mNo mNo matchtchtchtchtch💋,@ximenereNo mNo mNo mNo matchtchtchtch,en fin la hipocresía,2018-01-19T00:23:27+00:00,207,187,14360,41923,Uruguay,UY,José Pedro Varela,Lavalleja,,"-33.45, -54.53333",1,Woman,Voy a vomitar del odio q siento,negative
238,238,1611277337672224769,"A Diarrea crónica 🤣😒
G Mucha fiesta 😯
U Pobresa extrema 😳
S nuevas adicciones🙄
T enamoramiento🥱
I enfermedad😮‍💨
N felicidad😕

5/mayo y alcohol 
Completo este 2023 para mí 🤣 https://t.co/6C0gFjZ6DK",2023-01-06T08:23:48+00:00,es,twitter,Agustín CNo mNo mNo mNo mNo matchtchtchtchtchrdozo,@AgucNo mNo mNo mNo matchtchtchtchrdozonumbersnumbers,"Vive y Disfruta Cada Momento Como Si Fuera el Último 💯🙌😎
Familia ❤️🙌🏽
Peñarol 🖤💛🖤",2021-08-09T20:20:05+00:00,136,131,2311,1021,Uruguay,UY,San José de Mayo,San José,,"-34.3375, -56.71361",1,Woman,A Diarrea crónica  EMOJI  G Mucha fiesta  EMOJI  U Pobresa extrema  EMOJI  S nuevas adicciones EMOJI  T enamoramiento EMOJI  I enfermedad EMOJI ‍ EMOJI  N felicidad EMOJI   NUM/mayo y alcohol  Completo este YYYY para mí  EMOJI  URL,neutral
239,239,1611225446259081217,q ganas de vomitar lpm,2023-01-06T04:57:36+00:00,es,twitter,𝟏𝟖𝟗𝟗,@priicNo mNo mNo mNo matchtchtchtchrr_,,2022-12-06T15:24:26+00:00,188,154,1023,2544,Uruguay,UY,Colonia del Sacramento,Colonia,,"-34.46262, -57.83976",1,Woman,q ganas de vomitar lpm,negative
240,240,1611207306733146113,@lusuaarezz @WatashiJoa Un nuevo amor y diarrea jajajahja la peor,2023-01-06T03:45:31+00:00,es,twitter,Aguss Beovide,@Aguchi_numbersnumbers,https://vsco.co/aguusss12,2021-12-21T18:25:49+00:00,96,366,2033,5872,,,,,,,1,Woman,Un nuevo amor y diarrea jajajahja la peor,negative
241,241,1611202625994887168,"que asco vomitar, que sensacion tan horrible, se me salio hasta lo que voy a comer mañana por adelantado",2023-01-06T03:26:55+00:00,es,twitter,Felix,@__felixxnumbersnumbers,,2017-08-25T17:53:35+00:00,103,218,5216,7152,Uruguay,UY,Maldonado,Maldonado,,"-34.9, -54.95",1,Woman,"que asco vomitar, que sensacion tan horrible, se me salio hasta lo que voy a comer mañana por adelantado",negative
242,242,1611200538170851331,diarrea crónica y mucho dinero 👌🏻👌🏻 me forro en plata este año https://t.co/AT8NH7ax98,2023-01-06T03:18:37+00:00,es,twitter,No mNo mNo mNo mNo matchtchtchtchtchni,@No mNo mNo mNo matchtchtchtchnNo mNo mNo mNo matchtchtchtchischifflett,ig: anaischifflett anii ❤️‍🔥,2022-11-03T03:18:59+00:00,110,104,1469,14331,Uruguay,UY,Maldonado,Maldonado,,"-34.9, -54.95",1,Woman,diarrea crónica y mucho dinero  EMOJI  me forro en plata este año URL,negative
243,243,1611199662723305475,que ascoooo vomito literal que asco tu cara y tofo vos🤢🤢🤢,2023-01-06T03:15:08+00:00,es,twitter,venusentrolNo mNo mNo mNo mNo matchtchtchtchtch,@cnumberstittNo mNo mNo mNo matchtchtchtchNo mNo mNo mNo matchtchtchtch,💐💐,2022-04-03T12:59:05+00:00,120,73,2747,7022,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,que ascoooo vomito literal que asco tu cara y tofo vos EMOJI ,negative
244,244,1611177253731291137,Diarrea crónica y deporte https://t.co/1ReYjqwLqq,2023-01-06T01:46:06+00:00,es,twitter,Aye SobrerNo mNo mNo mNo mNo matchtchtchtchtch,@AyeesobrerNo mNo mNo mNo matchtchtchtchnumbersnumbers,"Some things are meant to be.
23 años🌻//priorizando la paz mental.",2017-05-20T02:45:56+00:00,54,137,1058,1762,Uruguay,UY,Paso de Carrasco,Canelones,,"-34.86028, -56.05222",2,Man,Diarrea crónica y deporte URL,negative
245,245,1611166454443016193,@Teteprince95 Diarrea crónica y hambre o.0,2023-01-06T01:03:11+00:00,es,twitter,D -DAY,@_Michinumbersnumbersnumbers,,2021-03-13T01:45:35+00:00,354,334,31490,49868,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,Diarrea crónica y hambre o.NUM,negative
246,246,1611161248065798145,Se me hace más fácil comprar tripa que porro,2023-01-06T00:42:30+00:00,es,twitter,kche,@FNo mNo mNo mNo matchtchtchtchcuwilkinson,Snap 👻: facuw /// Nacional 🔴⚪️💙,2011-06-10T03:44:51+00:00,478,574,16296,31786,Uruguay,UY,Paysandú,Paysandú,,"-32.32139, -58.07556",1,Woman,Se me hace más fácil comprar tripa que porro,neutral
247,247,1611158570753724416,al final si tenia diarrea cronica y hambre https://t.co/GhRpNqb6XZ,2023-01-06T00:31:51+00:00,es,twitter,AlejNo mNo mNo mNo mNo matchtchtchtchtchndro Amor,@AemAmor,"Si llegaste hasta acá, seguime porque soy re piola wach@",2013-06-01T01:22:02+00:00,240,324,5513,21544,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,al final si tenia diarrea cronica y hambre URL,negative
248,248,1611151307334877185,No puede ser que Vomite todo lo que como y pase todo el día con dolor de cabeza 🤦🏼‍♀️,2023-01-06T00:03:00+00:00,es,twitter,Noe⚡,@Noeminumbersnumbersnumbersnumbersnumbersnumbersnumbersnumbers,🤷🏼‍♀,2018-07-07T15:19:12+00:00,350,309,2899,1355,Uruguay,UY,,,,"-33.0, -56.0",2,Man,No puede ser que Vomite todo lo que como y pase todo el día con dolor de cabeza  EMOJI ‍♀️,negative
249,249,1611145603878207489,me pasé todo el día con náuseas y mareos😀,2023-01-05T23:40:20+00:00,es,twitter,cNo mNo mNo mNo mNo matchtchtchtchtchmilNo mNo mNo mNo mNo matchtchtchtchtch🦋,@cNo mNo mNo mNo matchtchtchtchmichNo mNo mNo mNo matchtchtchtchznumbers,Magisterio🐝. Hincha de Nacional.,2013-08-12T23:39:41+00:00,1395,311,37110,23108,Uruguay,UY,San José de Mayo,San José,,"-34.3375, -56.71361",1,Woman,me pasé todo el día con náuseas y mareos EMOJI ,negative
250,250,1611129208390000643,@CiateoValeria Diarrea crónica y alcohol jajajajaja lpm.,2023-01-05T22:35:11+00:00,es,twitter,𝒜𝓃𝒶 ꨄ,@AnNo mNo mNo mNo matchtchtchtchAndinonumbersnumbers,"26 años 💟
Taurina♉",2014-09-18T11:36:58+00:00,1679,362,17586,3654,Uruguay,UY,Salto,Salto,,"-31.38333, -57.96667",2,Man,Diarrea crónica y alcohol jajajajaja lpm.,neutral
251,251,1611126172208734208,Diarrea cronica y drogas https://t.co/gEtXNOb0UG,2023-01-05T22:23:07+00:00,es,twitter,El PNo mNo mNo mNo mNo matchtchtchtchtchri,@ElPNo mNo mNo mNo matchtchtchtchriii,,2016-09-07T04:17:40+00:00,110,168,2323,2662,Uruguay,UY,,Canelones,,"-34.64444, -56.28861",1,Woman,Diarrea cronica y drogas URL,negative
252,252,1611124987007565825,diarrea crónica y mucho dinero jajajajajaj https://t.co/x3fbkGyRIi,2023-01-05T22:18:24+00:00,es,twitter,No mNo mNo mNo mNo matchtchtchtchtchntonellNo mNo mNo mNo mNo matchtchtchtchtch 🌗,@No mNo mNo mNo matchtchtchtchnnntomNo mNo mNo mNo matchtchtchtchrtinez,Club Atlético Peñarol 🟡⚫️ Emma 👑,2013-12-29T03:06:21+00:00,2261,623,157725,88747,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,diarrea crónica y mucho dinero jajajajajaj URL,negative
253,253,1611122879927844869,"Hoy se entreno con él Thony, se metió fierro y un poco de cardio con manopleo. Él muy pendejo marco una técnica para matar él cardio, en él cambio él pendejo vomito jajajsjsjajakjjajajaj tk amigo 😂😂😂😂😂",2023-01-05T22:10:02+00:00,es,twitter,🌶️ 🐝,@ddylNo mNo mNo mNo matchtchtchtchnmnumbersnumbersnumbersnumbers,📷: ddylanm1899,2020-08-22T14:41:16+00:00,2303,853,4194,35894,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,"Hoy se entreno con él Thony, se metió fierro y un poco de cardio con manopleo. Él muy pendejo marco una técnica para matar él cardio, en él cambio él pendejo vomito jajajsjsjajakjjajajaj tk amigo  EMOJI ",neutral
254,254,1611103891294134272,@Isabel66991411 Esa es cara de vómito por embarazo.,2023-01-05T20:54:35+00:00,es,twitter,EDiGiovNo mNo mNo mNo mNo matchtchtchtchtchnni,@EDiGiovNo mNo mNo mNo matchtchtchtchnninumbers,"Ingeniero Industrial, padre de tres hijos. De Central y Atenas. Batllista.",2020-09-24T19:53:36+00:00,997,1330,31851,45837,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,Esa es cara de vómito por embarazo.,negative
255,255,1611101735602233344,"Diarrea crónica y estabilidad emocional jdjsksksjss bueno, messirve https://t.co/CWQYt4Gwpd",2023-01-05T20:46:01+00:00,it,twitter,N No mNo mNo mNo mNo matchtchtchtchtch i k y 🫰🏻,@No mNo mNo mNo matchtchtchtchyelenelg,"Nací a las 3 de la mañana, me llevo bien con mi hermana, no creo en ovnis ni en zombies.",2021-12-26T01:20:44+00:00,97,114,2723,3754,Uruguay,UY,Paysandú,Paysandú,,"-32.32139, -58.07556",1,Woman,"Diarrea crónica y estabilidad emocional jdjsksksjss bueno, messirve URL",negative
256,256,1611101290515386374,"Diarrea crónica y problemas legales, tranqui. https://t.co/bqNhG1GNYj",2023-01-05T20:44:15+00:00,es,twitter,E.N.D 🐉🔥,@AleVitNo mNo mNo mNo matchtchtchtchlnumbers,"'aguante el boombap, vino tinto y Peñarol' dijo un sabio.

buscando la fama pa salir del tercer mundo (?

ah... mi último tema por acá:",2018-09-29T21:16:54+00:00,158,630,21703,126664,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,"Diarrea crónica y problemas legales, tranqui. URL",neutral
257,257,1611101023669477378,"Diarrea cronica y mucho dinero, justo lo q quería https://t.co/LkwBW5cWIv",2023-01-05T20:43:11+00:00,es,twitter,pNo mNo mNo mNo mNo matchtchtchtchtchscNo mNo mNo mNo mNo matchtchtchtchtchl,@Abrilfd_,,2017-11-05T03:28:56+00:00,234,174,5638,8642,Uruguay,UY,Paysandú,Paysandú,,"-32.32139, -58.07556",1,Woman,"Diarrea cronica y mucho dinero, justo lo q quería URL",negative
258,258,1611095850121592832,"@_arroba_AnDrEA Mi viejo estuvo con diarrea anoche, mi vieja le decia cuando se te va a parar Esa mierda. Me voy solo.",2023-01-05T20:22:38+00:00,es,twitter,Jose BNo mNo mNo mNo mNo matchtchtchtchtchrbozNo mNo mNo mNo mNo matchtchtchtchtch,@JoseBNo mNo mNo mNo matchtchtchtchrnumbersnumbersnumbersnumbersnumbersnumbersnumbersnumbers,"siempre del lado de los de abajo y pinchando a los de arriba, cosa que me trae muchos bloqueos.
Perdí la cuenta anterior con cerca de 1000 amigos .",2021-12-15T19:49:30+00:00,84,221,2808,1029,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,"Mi viejo estuvo con diarrea anoche, mi vieja le decia cuando se te va a parar Esa mierda. Me voy solo.",negative
259,259,1611093020388069376,Diarrea crónica y drogas 👁️👄👁️ https://t.co/FNFJgUrr3A,2023-01-05T20:11:23+00:00,es,twitter,nhi. 🇺🇾,@nhizetlNo mNo mNo mNo matchtchtchtch,18 • chuy|mvd • aries • infp ig: annaltez 🫀,2018-11-13T22:12:32+00:00,540,1162,8749,8467,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",2,Man,Diarrea crónica y drogas  EMOJI ️👄 EMOJI ️ URL,neutral
260,260,1611090915233259527,@ximenerea Diarrea crónica y deporte ☠️,2023-01-05T20:03:01+00:00,es,twitter,vNo mNo mNo mNo mNo matchtchtchtchtchlentinNo mNo mNo mNo mNo matchtchtchtchtch,@dNo mNo mNo mNo matchtchtchtchsilvNo mNo mNo mNo matchtchtchtchNo mNo mNo mNo matchtchtchtchldNo mNo mNo mNo matchtchtchtchnNo mNo mNo mNo matchtchtchtch,why not?,2021-06-14T03:15:14+00:00,66,75,2198,6551,Uruguay,UY,José Pedro Varela,Lavalleja,,"-33.45, -54.53333",1,Woman,Diarrea crónica y deporte ☠️,negative
261,261,1611087663053824012,@_kkmv21 Diarrea tristeza y embarazo JQKSKAJAJQ,2023-01-05T19:50:06+00:00,es,twitter,★ wings 🌱,@hoobifresitNo mNo mNo mNo matchtchtchtch,"You're my best friend for the rest of my life #방탄소년단 & #세븐틴

@yongistarck, @DPRIAN_★",2020-05-12T16:13:38+00:00,2998,2357,103875,69333,,,,,,,2,Man,Diarrea tristeza y embarazo jqkskajajq,negative
262,262,1611066953921138713,diarrea crónica y amistades nuevas 🥳🥳 https://t.co/wJTFoB2c8N,2023-01-05T18:27:48+00:00,es,twitter,Agu,@AglosNo mNo mNo mNo matchtchtchtch_numbersnumbers,,2022-09-15T03:15:12+00:00,16,34,1048,486,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,diarrea crónica y amistades nuevas  EMOJI  URL,neutral
263,263,1611059276809633794,"@edurandarte Coincidimos en los problemas legales, pero a mi me tocó diarrea crónica. Se ve que me voy a cagar en todo🤣",2023-01-05T17:57:18+00:00,es,twitter,Amigurumis Orihime,@No mNo mNo mNo matchtchtchtchmigu_orihime,Amigurumis Orihime búscame en Instagram o Facebook,2010-05-11T16:57:32+00:00,23,232,874,4957,Uruguay,UY,Rafael Perazza,San José,,"-34.51972, -56.79889",1,Woman,"Coincidimos en los problemas legales, pero a mi me tocó diarrea crónica. Se ve que me voy a cagar en todo EMOJI ",negative
264,264,1611054216499597314,acabo de vomitar los fideos que almorcé https://t.co/dVikI0KPtz,2023-01-05T17:37:11+00:00,es,twitter,flor ☾,@florzNo mNo mNo mNo matchtchtchtchpirNo mNo mNo mNo matchtchtchtchin,bruxando,2010-12-30T03:36:54+00:00,676,559,12781,7115,Uruguay,UY,Salto,Salto,,"-31.38333, -57.96667",2,Man,acabo de vomitar los fideos que almorcé URL,negative
